Meter_id,Meter Detection,Average_volume,Category,Std of volume,Monthly changing rate,Cust_type,Max_volume,Meter_size,Min_volume,Estimated water_loss
9.37E+16,1,34.41,,10.66,0.58,RESIDENTIAL,57.86,1,15.79,
9.38E+16,1,15.32,,7.26,-0.01,RESIDENTIAL,28.7,0.63,0,
9.39E+16,-1,3.11,,0.03,-0.04,HOTEL,-0.01,4,2.81,632.93
9.39E+16,-1,3.11,,0.03,-0.04,BOAT DOCK,-0.01,4,2.81,632.93
9.40E+16,1,25.36,,11.88,-1.11,RESIDENTIAL,53.3,1,10.47,
9.40E+16,-1,0.23,,-0.06,-0.04,MULTI-FAMILY,-0.03,3,2.6,26.86
9.41E+16,1,128.83,,121.64,-1.27,BOAT DOCK,462.59,4,0,
9.41E+16,1,128.83,,121.64,-1.27,COMMERCIAL,462.59,4,0,
9.42E+16,1,3.33,,2.35,-0.02,RESIDENTIAL,9.67,0.63,0.36,
9.42E+16,1,322.39,,301.15,1.45,BOAT DOCK,691.65,6,0,
9.42E+16,1,322.39,,301.15,1.45,COMMERCIAL,691.65,4,0,
9.43E+16,1,11.41,,3.17,0.12,RESIDENTIAL,17.41,1,7.34,
9.43E+16,-1,0.78,,-0.03,-0.05,MULTI-FAMILY,-0.02,4,2.83,249.58
9.43E+16,-1,0.78,,-0.03,-0.05,BOAT DOCK,-0.02,4,2.83,249.58
9.43E+16,1,15.28,,3.33,0.54,RESIDENTIAL,25.38,1,6.86,
9.44E+16,1,15.72,,4.5,-0.14,RESIDENTIAL,27.08,1,7.61,
9.45E+16,1,12.11,,4.83,-0.05,RESIDENTIAL,28.66,0.63,7.21,
9.45E+16,-1,1.21,,-0.02,-0.12,BOAT DOCK,-0.01,3,5.08,1036.68
9.46E+16,1,6.41,,3.17,0.31,RESIDENTIAL,16.25,0.63,0.28,
9.46E+16,1,16.28,,7.24,-0.04,MULTI-FAMILY,36.42,0.63,5.26,
9.46E+16,-1,0.4,,-0.06,-0.04,BOAT DOCK,-0.03,3,3.29,125.38
9.47E+16,-1,0.79,,-0.06,-0.04,BOAT DOCK,-0.03,4,4.85,59.6
9.48E+16,1,20.37,,7.99,0.3,RESIDENTIAL,34.99,0.63,6.09,
9.48E+16,1,2.84,,0.92,-0.04,RESIDENTIAL,6.95,1,1.66,
9.48E+16,1,3.97,,1.74,0.01,RESIDENTIAL,7.12,1,1.16,
9.49E+16,1,22.14,,6.46,-0.17,RESIDENTIAL,43.1,0.63,11.22,
9.49E+16,1,27.72,,4.67,0.15,RESIDENTIAL,35.22,0.63,18.7,
9.49E+16,1,8.6,,3.5,-0.09,RESIDENTIAL,16.25,0.63,2.49,
9.49E+16,-1,0.26,,-0.05,-0.05,MULTI-FAMILY,-0.03,4,1.87,197.57
9.49E+16,1,14.54,,8.55,-0.59,RESIDENTIAL,32.5,0.63,0,
9.50E+16,1,3.45,,1.55,0,RESIDENTIAL,8.75,1,2.14,
9.50E+16,1,16.74,,3.79,0.12,RESIDENTIAL,23.56,1,8.51,
9.50E+16,-1,4.34,,0.02,-0.01,COLLEGE AND UNIVERSITY,-0.01,4,3.16,623.38
9.51E+16,1,39.54,,47.08,0,MULTI-FAMILY,160.83,4,0.75,
9.51E+16,1,39.54,,47.08,0,BOAT DOCK,160.83,4,0.75,
9.51E+16,1,39.54,,47.08,0,MULTI-FAMILY,160.83,0.75,0.75,
9.51E+16,1,24.47,,4.73,0.12,MULTI-FAMILY,37.54,1.5,17.58,
9.52E+16,1,17.95,,2.01,0.05,COMMERCIAL,22.06,0.63,14.48,
9.52E+16,1,58.5,,92.35,0.5,MULTI-FAMILY,341.86,3,0,
9.52E+16,1,58.5,,92.35,0.5,MULTI-FAMILY,341.86,0.75,0,
9.53E+16,1,49.4,,41.79,-1.56,CITY,220.3,2,1.6,
9.53E+16,-1,1.28,,0.04,-0.06,MULTI-FAMILY,-0.02,3,1.86,557.88
9.53E+16,-1,1.28,,0.04,-0.06,BOAT DOCK,-0.02,4,1.86,557.88
9.54E+16,1,17.98,,6.37,0.02,RESIDENTIAL,42.08,0.63,2.14,
9.54E+16,1,332.34,,230.58,0.58,COMMERCIAL,848.29,3,0,
9.54E+16,1,332.34,,230.58,0.58,COMMERCIAL,848.29,4,0,
9.54E+16,1,332.34,,230.58,0.58,BOAT DOCK,848.29,6,0,
9.55E+16,1,5.68,,6.31,-0.06,RESIDENTIAL,20.57,1,0.51,
9.55E+16,1,5.68,,6.31,-0.06,BOAT DOCK,20.57,4,0.51,
9.56E+16,1,42.64,,83.99,-0.29,MULTI-FAMILY,338.74,1,0,
9.56E+16,1,42.64,,83.99,-0.29,BOAT DOCK,338.74,4,0,
9.56E+16,1,42.64,,83.99,-0.29,MULTI-FAMILY,338.74,3,0,
9.57E+16,1,19.96,,8.34,-1.28,RESIDENTIAL,39.6,1,8.57,
9.57E+16,-1,5.39,,0,-0.04,BOAT DOCK,-0.01,6,18.8,397.65
9.57E+16,1,9.36,,6.56,-0.03,RESIDENTIAL,37.4,1,0,
9.57E+16,1,17.92,,4.27,-0.48,RESIDENTIAL,25.38,0.63,8.09,
9.59E+16,1,6.23,,1.38,-0.06,RESIDENTIAL,10.67,1,3.8,
9.59E+16,1,237.28,,338.22,-2.52,HOTEL,944.04,3,1.31,
9.59E+16,1,237.28,,338.22,-2.52,MULTI-FAMILY,944.04,0.75,1.31,
9.60E+16,1,8.81,,2.31,-0.05,RESIDENTIAL,15.45,0.63,5.71,
9.61E+16,1,3.6,,0.74,-0.01,RESIDENTIAL,5.42,1,2.34,
9.62E+16,1,8,,3.56,-0.03,RESIDENTIAL,19.13,0.63,2.53,
9.62E+16,1,19.53,,4.87,0,RESIDENTIAL,34.05,0.63,12.99,
9.62E+16,1,14.8,,14.13,-0.34,MULTI-FAMILY,66.56,1,0,
9.62E+16,1,8.74,,1.35,0.35,RESIDENTIAL,11.04,0.63,6.25,
9.63E+16,-1,2.05,,-0.04,-0.04,BOAT DOCK,-0.02,4,8.87,228.24
9.63E+16,1,4.72,,1.2,0.01,MULTI-FAMILY,7.7,0.63,2.21,
9.65E+16,1,19.96,,19.89,0.4,RESIDENTIAL,130.91,0.63,0,
9.66E+16,1,0.94,,0.29,0.03,MULTI-FAMILY,1.62,1.5,0.38,
9.67E+16,1,4.09,,5.94,0.03,RESIDENTIAL,26,0.63,0.36,
9.67E+16,1,12.93,,3.49,-0.1,RESIDENTIAL,17.95,1,5.43,
9.67E+16,-1,0.58,,-0.06,-0.04,BOAT DOCK,-0.03,3,3.95,142.06
9.69E+16,-1,2.85,,-0.03,-0.04,MULTI-FAMILY,-0.02,6,1.28,126.71
9.69E+16,1,23.76,,3.76,0.83,RESIDENTIAL,28.59,1,17.95,
9.70E+16,1,55.2,,28.93,-0.34,CONSOLIDATED,114.38,1.5,10.86,
9.70E+16,1,2.41,,3.55,0.05,MULTI-FAMILY,15.11,0.75,0.01,
9.71E+16,1,83.9,,9.38,0.69,BOAT DOCK,124.49,3,69.27,
9.72E+16,1,10.71,,4.66,0.18,RESIDENTIAL,20.66,0.63,2.86,
9.72E+16,1,229.32,,271.87,-0.29,HOSPITAL,775.91,3,0.06,
9.72E+16,1,229.32,,271.87,-0.29,MULTI-FAMILY,775.91,0.75,0.06,
9.72E+16,1,229.32,,271.87,-0.29,COMMERCIAL,775.91,6,0.06,
9.72E+16,1,229.32,,271.87,-0.29,BOAT DOCK,775.91,3,0.06,
9.73E+16,1,6.53,,6.02,-0.08,RESIDENTIAL,26.56,0.63,0.36,
9.73E+16,1,2.31,,0.53,-0.04,MULTI-FAMILY,3.53,0.75,1.68,
9.73E+16,1,3.96,,3.48,0.36,RESIDENTIAL,10.81,2,0,
9.74E+16,1,4.25,,1.14,-0.04,RESIDENTIAL,7.36,1,2.45,
9.74E+16,1,16.84,,7.58,-0.26,RESIDENTIAL,33.83,1,5.18,
9.74E+16,1,249.07,,251.91,0.45,MULTI-FAMILY,1413.82,0.75,0,
9.74E+16,1,249.07,,251.91,0.45,HOSPITAL,1413.82,6,0,
9.74E+16,1,249.07,,251.91,0.45,BOAT DOCK,1413.82,4,0,
9.74E+16,1,9.86,,1.49,-0.22,MULTI-FAMILY,12.77,0.63,7.48,
9.76E+16,1,7.23,,5,0.05,RESIDENTIAL,21.28,0.63,1.1,
9.77E+16,1,2.83,,1.69,0.12,RESIDENTIAL,6.25,1,0.48,
9.77E+16,1,4.03,,1.86,0.3,RESIDENTIAL,8.83,1,0,
9.77E+16,-1,0,,-0.04,0.01,COMMERCIAL,-0.03,3,0.45,165.04
9.78E+16,-1,5.96,,-0.03,-0.05,BOAT DOCK,-0.01,6,25.22,279.23
9.79E+16,1,14.2,,6.74,-0.18,RESIDENTIAL,39.67,0.63,6.77,
9.79E+16,1,272.39,,63.45,1.1,BOAT DOCK,396.59,4,0.21,
9.80E+16,1,17.73,,6.62,0.45,MULTI-FAMILY,37.14,1,11.91,
9.81E+16,1,3.52,,1.11,-0.03,RESIDENTIAL,6.52,1,1.81,
9.81E+16,1,9.61,,2.29,-0.09,MULTI-FAMILY,16.92,0.63,5.12,
9.81E+16,1,34.89,,13.11,-0.17,MULTI-FAMILY,79.2,3,4.71,
9.81E+16,1,9.11,,0.68,-0.09,RESIDENTIAL,10.5,0.63,7.73,
9.82E+16,-1,1.78,,-0.04,-0.03,BOAT DOCK,-0.02,4,7.61,221.74
9.82E+16,-1,1.78,,-0.04,-0.03,COMMERCIAL,-0.02,4,7.61,221.74
9.83E+16,1,10.29,,6.68,0.07,CITY,26.4,2,0,
9.83E+16,-1,2.26,,-0.04,-0.05,COMMERCIAL,-0.02,4,8.56,235.12
9.84E+16,1,38.45,,21.65,-6.54,CITY,75.34,1.5,7.96,
9.84E+16,1,7.15,,1.36,-0.02,RESIDENTIAL,10.54,0.63,4.71,
9.84E+16,1,205.23,,75.15,0.77,BOAT DOCK,432.9,3,16.9,
9.84E+16,1,205.23,,75.15,0.77,MULTI-FAMILY,432.9,4,16.9,
9.84E+16,1,4.05,,3.13,-0.16,RESIDENTIAL,16.03,0.63,1.57,
9.84E+16,1,3.17,,1.07,0.08,RESIDENTIAL,5.61,0.63,1.98,
9.85E+16,-1,1.05,,-0.05,-0.04,HOTEL,-0.02,3,0.86,275.61
9.85E+16,1,29.25,,5.52,0.1,RESIDENTIAL,41.26,1,16.19,
9.87E+16,1,5.84,,6.79,-0.03,MULTI-FAMILY,50.35,1,0.56,
9.87E+16,1,8.68,,5,0,RESIDENTIAL,27.39,1,3.98,
9.87E+16,1,18.69,,7.84,0.35,RESIDENTIAL,37.17,1,4.99,
9.88E+16,-1,3.76,,-0.02,-0.06,BOAT DOCK,-0.01,6,13.8,470.32
9.88E+16,1,21.74,,6.25,-0.43,RESIDENTIAL,42.22,1,14.17,
9.89E+16,-1,1.55,,-0.01,-0.05,BOAT DOCK,-0.02,3,3.69,455.67
9.90E+16,1,14.72,,4.53,0.23,RESIDENTIAL,26.25,1,7.35,
9.90E+16,1,146.54,,111.38,-2.17,BOAT DOCK,280.1,3,9.13,
9.91E+16,1,7.79,,3.4,-0.11,COMMERCIAL,17.74,0.63,2.58,
9.91E+16,1,13.46,,4.52,0.55,RESIDENTIAL,22.8,1,7.48,
9.92E+16,1,3.16,,2.04,-0.05,MULTI-FAMILY,9.77,0.63,0,
9.92E+16,1,321.19,,132.33,-4.42,BOAT DOCK,682.06,3,2.33,
9.92E+16,1,23.47,,8.39,-0.02,RESIDENTIAL,39.73,1,7.84,
9.93E+16,1,20.99,,29.16,-0.16,COMMERCIAL,193.07,3,0,
9.93E+16,1,20.99,,29.16,-0.16,MULTI-FAMILY,193.07,0.75,0,
9.93E+16,1,21.61,,14.14,0.07,RESIDENTIAL,93.39,1,6.77,
9.93E+16,-1,0.06,,-0.06,-0.04,CONSOLIDATED,-0.03,2,1.86,77.95
9.94E+16,1,20.82,,13.19,0.22,COMMERCIAL,61.63,0.63,1.87,
9.95E+16,1,112.65,,14.22,-0.14,BOAT DOCK,153.2,3,86.15,
9.97E+16,1,65.37,,165.73,0.69,RESIDENTIAL,677.59,0.75,0,
9.97E+16,1,65.37,,165.73,0.69,BOAT DOCK,677.59,3,0,
9.97E+16,1,65.37,,165.73,0.69,COMMERCIAL,677.59,4,0,
9.98E+16,1,1.6,,0.62,-0.01,MULTI-FAMILY,3.21,0.63,0.67,
9.98E+16,1,350.08,,219.25,-0.25,COMMERCIAL,685.96,2,0,
9.98E+16,1,350.08,,219.25,-0.25,BOAT DOCK,685.96,4,0,
9.98E+16,1,350.08,,219.25,-0.25,MULTI-FAMILY,685.96,3,0,
9.99E+16,1,3.78,,1.64,-0.06,RESIDENTIAL,9.41,0.63,0,
9.99E+16,1,6.9,,1.38,0.02,MULTI-FAMILY,10.69,0.63,4.78,
9.99E+16,1,53.59,,18.4,-0.67,RESIDENTIAL,90.54,2,22.8,
1.00E+17,1,84.5,,12.32,-2.48,MULTI-FAMILY,120.54,2,65.88,
1.00E+17,1,205.31,,226.93,0.1,BOAT DOCK,1153.72,3,0,
1.00E+17,1,205.31,,226.93,0.1,HOSPITAL,1153.72,4,0,
1.00E+17,1,205.31,,226.93,0.1,BOAT DOCK,1153.72,6,0,
1.00E+17,1,205.31,,226.93,0.1,RESIDENTIAL,1153.72,1,0,
1.00E+17,1,205.31,,226.93,0.1,MULTI-FAMILY,1153.72,6,0,
1.00E+17,1,43.17,,7.34,-0.04,MULTI-FAMILY,59.84,2,19.64,
1.00E+17,1,18.04,,6.81,0.06,RESIDENTIAL,38.57,1,9.38,
1.00E+17,1,10.14,,2.89,0.01,MULTI-FAMILY,16.92,0.63,5.07,
1.00E+17,1,6.74,,1.85,0.02,RESIDENTIAL,12.88,0.63,1.4,
1.00E+17,1,13.98,,5.97,0.23,MULTI-FAMILY,34.53,0.63,4.99,
1.00E+17,1,11.86,,4.83,-0.15,RESIDENTIAL,21.24,0.63,4.34,
1.00E+17,1,4.41,,4.74,-0.14,MULTI-FAMILY,18.83,0.63,0,
1.01E+17,1,5.28,,3.61,0.1,RESIDENTIAL,12.51,0.63,0,
1.01E+17,1,6.89,,2.92,-0.04,MULTI-FAMILY,17.01,1,2.76,
1.01E+17,1,8.68,,3.09,0.15,RESIDENTIAL,15.88,0.63,4.49,
1.01E+17,1,5.63,,1.74,-0.1,MULTI-FAMILY,9.67,0.63,1.45,
1.01E+17,1,11.92,,4.36,0.24,RESIDENTIAL,24.45,1,4.35,
1.01E+17,1,38.83,,23.34,-0.31,CONSOLIDATED,98.13,1.5,3.42,
1.01E+17,1,4.04,,1.74,0.11,MULTI-FAMILY,7.85,0.63,0,
1.01E+17,1,4.53,,2.11,0,MULTI-FAMILY,10.86,0.63,0,
1.01E+17,1,9.17,,4.89,-0.41,RESIDENTIAL,23.84,0.63,3.51,
1.01E+17,-1,0.93,Zero Read,0.11,-0.04,HOTEL,0.01,6,-0.16,3167.31
1.01E+17,1,14.6,,3.54,-0.13,RESIDENTIAL,22.44,0.63,7.01,
1.01E+17,1,5.93,,1.78,-0.17,RESIDENTIAL,9.29,0.63,1.4,
1.01E+17,1,17.2,,5.31,0.28,MULTI-FAMILY,26.7,0.63,8.09,
1.01E+17,1,2.79,,0.72,0.03,MULTI-FAMILY,4.63,1,0.42,
1.01E+17,1,4.1,,1.32,-0.26,RESIDENTIAL,9.78,1,2.99,
1.02E+17,1,3.85,,1.51,-0.06,RESIDENTIAL,8.27,0.63,0,
1.02E+17,1,7.1,,10.18,0.38,RESIDENTIAL,56.1,0.63,0,
1.02E+17,1,6.17,,0.68,-0.02,RESIDENTIAL,7.61,0.63,4.81,
1.02E+17,1,295.05,,400.43,-0.01,RESIDENTIAL,2244.31,1,0,
1.02E+17,1,295.05,,400.43,-0.01,MULTI-FAMILY,2244.31,1.5,0,
1.02E+17,1,295.05,,400.43,-0.01,COMMERCIAL,2244.31,4,0,
1.02E+17,1,295.05,,400.43,-0.01,COMMERCIAL,2244.31,3,0,
1.02E+17,1,295.05,,400.43,-0.01,COMMERCIAL,2244.31,6,0,
1.02E+17,1,295.05,,400.43,-0.01,BOAT DOCK,2244.31,3,0,
1.02E+17,1,295.05,,400.43,-0.01,HOSPITAL,2244.31,4,0,
1.02E+17,1,295.05,,400.43,-0.01,MULTI-FAMILY,2244.31,3,0,
1.02E+17,1,21.47,,4.44,-0.23,RESIDENTIAL,33.3,1,13.84,
1.02E+17,1,2.01,,0.9,0.06,MULTI-FAMILY,4.05,0.63,0,
1.02E+17,1,9.11,,1.62,0.03,RESIDENTIAL,13.12,0.63,6.3,
1.02E+17,1,8.28,,2.85,-0.09,RESIDENTIAL,13.24,0.63,2.94,
1.03E+17,1,6.98,,8.97,0,RESIDENTIAL,44.48,0.63,0.71,
1.03E+17,1,10.05,,3.89,-0.19,RESIDENTIAL,21.28,0.63,3.54,
1.03E+17,1,126.88,,39.34,0.05,COMMERCIAL,188.79,2,56.1,
1.03E+17,1,11.52,,18.07,-0.04,RESIDENTIAL,89.77,0.63,0,
1.03E+17,1,0.63,,0.37,-0.05,SPRINKLER,0.94,2,0,
1.03E+17,1,4.02,,1.16,-0.01,RESIDENTIAL,8.69,0.63,2.17,
1.03E+17,1,9.26,,2.15,0.04,RESIDENTIAL,12.99,1,5.51,
1.03E+17,1,3.77,,1.89,0.06,RESIDENTIAL,8.46,0.63,0.72,
1.03E+17,1,8.21,,6.99,-0.05,CONSOLIDATED,25.38,0.63,0,
1.03E+17,1,4.98,,6.65,-0.19,SPRINKLER,34.39,1,0,
1.03E+17,1,342.76,,552.18,-0.02,HOTEL,2773.78,3,0,
1.03E+17,1,342.76,,552.18,-0.02,RESIDENTIAL,2773.78,1,0,
1.03E+17,1,342.76,,552.18,-0.02,BOAT DOCK,2773.78,4,0,
1.03E+17,1,342.76,,552.18,-0.02,MULTI-FAMILY,2773.78,0.75,0,
1.03E+17,1,342.76,,552.18,-0.02,COMMERCIAL,2773.78,4,0,
1.03E+17,1,342.76,,552.18,-0.02,BOAT DOCK,2773.78,3,0,
1.03E+17,1,342.76,,552.18,-0.02,COMMERCIAL,2773.78,3,0,
1.03E+17,1,342.76,,552.18,-0.02,MULTI-FAMILY,2773.78,4,0,
1.03E+17,1,342.76,,552.18,-0.02,BOAT DOCK,2773.78,6,0,
1.03E+17,1,342.76,,552.18,-0.02,COMMERCIAL,2773.78,6,0,
1.03E+17,1,6.13,,1.27,0.03,MULTI-FAMILY,10.65,0.63,4.05,
1.03E+17,1,12.45,,3.91,-0.04,RESIDENTIAL,23.14,0.63,5.69,
1.03E+17,1,14.96,,3.56,7.12,CONSOLIDATED,18.52,0.63,11.4,
1.04E+17,1,4.43,,1.89,-0.05,RESIDENTIAL,10.63,0.63,0.35,
1.04E+17,1,5.4,,1.35,0.2,MULTI-FAMILY,7.6,0.63,2.4,
1.04E+17,1,22.24,,8.77,-0.52,RESIDENTIAL,40.63,1,11.61,
1.04E+17,1,327.66,,568.44,0,BOAT DOCK,3297.31,4,0,
1.04E+17,1,327.66,,568.44,0,RESIDENTIAL,3297.31,0.75,0,
1.04E+17,1,327.66,,568.44,0,COMMERCIAL,3297.31,3,0,
1.04E+17,1,327.66,,568.44,0,BOAT DOCK,3297.31,3,0,
1.04E+17,1,327.66,,568.44,0,COMMERCIAL,3297.31,4,0,
1.04E+17,1,327.66,,568.44,0,MULTI-FAMILY,3297.31,3,0,
1.04E+17,1,327.66,,568.44,0,COMMERCIAL,3297.31,6,0,
1.04E+17,1,327.66,,568.44,0,MULTI-FAMILY,3297.31,4,0,
1.04E+17,1,14.82,,8.4,0.11,SPRINKLER,38.15,1,0.77,
1.04E+17,1,3.26,,1.29,-0.06,RESIDENTIAL,9.93,0.63,1.47,
1.04E+17,1,5.72,,1.54,-0.13,RESIDENTIAL,10.63,1,3.54,
1.04E+17,1,9.23,,1.19,-0.06,RESIDENTIAL,11.42,1,7.36,
1.04E+17,1,7.9,,3.74,-0.08,MULTI-FAMILY,15.32,0.63,0.34,
1.04E+17,1,9.42,,3.58,0.04,RESIDENTIAL,18.39,0.63,1.9,
1.05E+17,1,15.44,,5.25,-0.18,RESIDENTIAL,25.75,0.63,6.12,
1.05E+17,1,1.81,,0.37,-0.02,SPRINKLER,2.76,2,1.2,
1.05E+17,1,10.87,,3.26,-0.11,RESIDENTIAL,17.18,0.63,3.35,
1.05E+17,1,18.24,,4.39,0.26,MULTI-FAMILY,33.66,0.63,8.82,
1.05E+17,1,5.5,,4.27,-0.48,MULTI-FAMILY,14.48,0.63,1.1,
1.05E+17,1,4.56,,2.71,0.03,MULTI-FAMILY,10.52,0.63,1.42,
1.05E+17,1,21.73,,8.49,-0.26,RESIDENTIAL,34.21,1,9.84,
1.05E+17,-1,2.74,Zero Read,0.44,-0.04,BOAT DOCK,0.05,4,-0.16,5949.73
1.05E+17,-1,2.74,Zero Read,0.44,-0.04,MULTI-FAMILY,0.05,3,-0.16,5949.73
1.05E+17,-1,2.74,Zero Read,0.44,-0.04,COMMERCIAL,0.05,3,-0.16,5949.73
1.05E+17,-1,2.74,Zero Read,0.44,-0.04,MULTI-FAMILY,0.05,0.75,-0.16,5949.73
1.05E+17,-1,2.74,Zero Read,0.44,-0.04,BOAT DOCK,0.05,3,-0.16,5949.73
1.05E+17,-1,2.74,Zero Read,0.44,-0.04,BOAT DOCK,0.05,6,-0.16,5949.73
1.05E+17,-1,2.74,Zero Read,0.44,-0.04,COLLEGE AND UNIVERSITY,0.05,6,-0.16,5949.73
1.05E+17,-1,2.74,Zero Read,0.44,-0.04,COMMERCIAL,0.05,4,-0.16,5949.73
1.05E+17,-1,2.74,Blocked_meter,0.44,-0.04,BOAT DOCK,0.05,4,-0.16,5949.73
1.05E+17,-1,2.74,Blocked_meter,0.44,-0.04,MULTI-FAMILY,0.05,3,-0.16,5949.73
1.05E+17,-1,2.74,Blocked_meter,0.44,-0.04,COMMERCIAL,0.05,3,-0.16,5949.73
1.05E+17,-1,2.74,Blocked_meter,0.44,-0.04,MULTI-FAMILY,0.05,0.75,-0.16,5949.73
1.05E+17,-1,2.74,Blocked_meter,0.44,-0.04,BOAT DOCK,0.05,3,-0.16,5949.73
1.05E+17,-1,2.74,Blocked_meter,0.44,-0.04,BOAT DOCK,0.05,6,-0.16,5949.73
1.05E+17,-1,2.74,Blocked_meter,0.44,-0.04,COLLEGE AND UNIVERSITY,0.05,6,-0.16,5949.73
1.05E+17,-1,2.74,Blocked_meter,0.44,-0.04,COMMERCIAL,0.05,4,-0.16,5949.73
1.05E+17,-1,,Negative Read,,,,,,,
1.05E+17,1,7.76,,5.06,0.16,RESIDENTIAL,34.68,0.63,2.99,
1.05E+17,1,7.31,,2.04,-0.06,RESIDENTIAL,12.47,0.63,3.21,
1.05E+17,1,7.31,,2.04,-0.06,MULTI-FAMILY,12.47,0.63,3.21,
1.05E+17,1,8.01,,7.87,0.09,COMMERCIAL,39.45,2,0.36,
1.06E+17,1,20.23,,7.87,-0.2,RESIDENTIAL,36.57,1,0,
1.06E+17,1,4.24,,1.4,-0.05,RESIDENTIAL,8.42,0.63,2.1,
1.06E+17,1,15.01,,4.11,0.13,RESIDENTIAL,25.06,0.63,7.24,
1.06E+17,1,5.77,,0,5000,MULTI-FAMILY,5.77,0.63,5.77,
1.06E+17,1,6.8,,2.51,0.02,RESIDENTIAL,14.28,0.63,1.07,
1.06E+17,1,274.77,,428.96,0,BOAT DOCK,2777.69,3,0,
1.06E+17,1,274.77,,428.96,0,MULTI-FAMILY,2777.69,0.75,0,
1.06E+17,1,274.77,,428.96,0,COMMERCIAL,2777.69,4,0,
1.06E+17,1,274.77,,428.96,0,COMMERCIAL,2777.69,3,0,
1.06E+17,1,274.77,,428.96,0,COMMERCIAL,2777.69,2,0,
1.06E+17,1,274.77,,428.96,0,COMMERCIAL,2777.69,6,0,
1.06E+17,1,274.77,,428.96,0,BOAT DOCK,2777.69,4,0,
1.06E+17,-1,-0.46,,-0.06,-0.03,SPRINKLER,-0.03,1.5,-0.16,18.52
1.06E+17,1,26.41,,8.24,-0.12,RESIDENTIAL,43.8,1,10.33,
1.07E+17,1,7.49,,4.62,-0.16,RESIDENTIAL,21.26,1,1.6,
1.07E+17,1,29.13,,6.88,-0.41,RESIDENTIAL,42.08,1,15.51,
1.07E+17,1,257.78,,317.82,-0.04,BOAT DOCK,1219.81,3,0.05,
1.07E+17,1,257.78,,317.82,-0.04,COMMERCIAL,1219.81,4,0.05,
1.07E+17,1,257.78,,317.82,-0.04,MULTI-FAMILY,1219.81,4,0.05,
1.07E+17,1,257.78,,317.82,-0.04,HOTEL,1219.81,4,0.05,
1.07E+17,1,257.78,,317.82,-0.04,BOAT DOCK,1219.81,4,0.05,
1.07E+17,1,257.78,,317.82,-0.04,MULTI-FAMILY,1219.81,0.75,0.05,
1.07E+17,1,3.47,,2.15,0.06,MULTI-FAMILY,11.39,0.63,0,
1.07E+17,1,3.08,,1.6,-0.05,RESIDENTIAL,7.74,0.63,0,
1.07E+17,1,9.11,,2.33,-0.35,RESIDENTIAL,16.4,1,5.52,
1.07E+17,1,7.57,,2.56,-0.09,MULTI-FAMILY,14.48,0.63,4.01,
1.08E+17,-1,-0.02,,-0.06,-0.09,RESIDENTIAL,-0.03,0.63,1.43,67.62
1.08E+17,1,6.07,,3.19,-0.4,MULTI-FAMILY,23.19,0.63,2.17,
1.08E+17,1,12.04,,5.39,0.18,MULTI-FAMILY,23.99,0.63,5.61,
1.08E+17,1,13.38,,5.04,0.18,RESIDENTIAL,20.89,1.5,5.15,
1.08E+17,1,15.47,,7.28,0.12,RESIDENTIAL,42.84,1,10.1,
1.08E+17,1,4.19,,1.72,-0.12,RESIDENTIAL,7.96,0.63,2.62,
1.08E+17,1,4.42,,2.56,-0.41,RESIDENTIAL,16.83,0.63,1.97,
1.08E+17,1,10.24,,9.52,-0.47,RESIDENTIAL,37.8,1,0,
1.08E+17,1,112.94,,313.89,0.01,BOAT DOCK,1921.29,4,0,
1.08E+17,1,112.94,,313.89,0.01,COMMERCIAL,1921.29,3,0,
1.08E+17,1,112.94,,313.89,0.01,MULTI-FAMILY,1921.29,3,0,
1.08E+17,1,112.94,,313.89,0.01,HOSPITAL,1921.29,3,0,
1.08E+17,1,112.94,,313.89,0.01,MULTI-FAMILY,1921.29,1,0,
1.08E+17,1,112.94,,313.89,0.01,MULTI-FAMILY,1921.29,0.75,0,
1.08E+17,1,0.66,,0.64,0,RESIDENTIAL,1.81,1,0,
1.08E+17,1,8.3,,1.65,-0.12,RESIDENTIAL,13.75,0.63,6.36,
1.08E+17,1,0.42,,0.4,-0.02,CITY,1.47,0.63,0,
1.08E+17,1,9.1,,3.09,-0.17,RESIDENTIAL,16.56,0.63,3.32,
1.08E+17,1,8.55,,4.44,-0.19,RESIDENTIAL,22.08,1,2.53,
1.08E+17,1,12.29,,4.16,-0.1,RESIDENTIAL,23.24,1,4.72,
1.08E+17,1,5.02,,0.87,-0.06,RESIDENTIAL,6.62,0.63,2.94,
1.08E+17,1,2.54,,1.8,-0.08,MULTI-FAMILY,6.01,0.63,0,
1.08E+17,1,1.71,,0.58,-0.02,RESIDENTIAL,3.45,0.63,0.37,
1.08E+17,1,3.73,,1.13,0.08,RESIDENTIAL,6.5,0.63,2.32,
1.09E+17,1,8.78,,1.39,0.06,RESIDENTIAL,11.61,1,5.42,
1.09E+17,1,19.91,,9.57,-0.14,COMMERCIAL,48.14,1,5.43,
1.09E+17,1,7.82,,3.22,0.05,RESIDENTIAL,19.78,0.63,3.26,
1.09E+17,1,6.53,,1.52,-0.06,MULTI-FAMILY,10.27,0.63,3.92,
1.09E+17,1,10.18,,1.52,0.03,MULTI-FAMILY,13.81,0.63,6.8,
1.09E+17,1,164.37,,167.07,0,BOAT DOCK,711.4,3,0.22,
